event_date,country,admin1,location,latitude,longitude,event_type,sub_event_type,fatalities
2024-01-01,Ukraine,Luhansk,Bilohorivka,48.9259,38.2467,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-01,Ukraine,Dnipropetrovsk,Dnipro,48.4593,35.0386,Strategic developments,Disrupted weapons use,0
2024-01-01,Ukraine,Dnipropetrovsk,Dnipro,48.4593,35.0386,Strategic developments,Disrupted weapons use,0
2024-01-01,Ukraine,Dnipropetrovsk,Dnipro,48.4593,35.0386,Explosions/Remote violence,Air/drone strike,0
2024-01-01,Ukraine,Dnipropetrovsk,Hlukhe,47.6767,34.7989,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-01,Ukraine,Kherson,Kachkarivka,47.0987,33.7445,Explosions/Remote violence,Air/drone strike,0
2024-01-01,Ukraine,Dnipropetrovsk,Kamianske,48.5212,34.6114,Strategic developments,Disrupted weapons use,0
2024-01-01,Ukraine,Donetsk,Kostiantynivka,47.8659,37.4083,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-01,Ukraine,Kherson,Krynky,46.7467,33.1187,Battles,Armed clash,0
2024-01-01,Ukraine,Dnipropetrovsk,Kryvyi Rih,47.9093,33.3933,Strategic developments,Disrupted weapons use,0
2024-01-01,Ukraine,Dnipropetrovsk,Kryvyi Rih,47.9093,33.3933,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-01,Ukraine,Luhansk,Lysychansk,48.9054,38.4353,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-01,Ukraine,Donetsk,Marinka,47.9425,37.505,Explosions/Remote violence,Air/drone strike,0
2024-01-01,Ukraine,Donetsk,Nevelske,48.0595,37.5754,Battles,Armed clash,0
2024-01-01,Ukraine,Zaporizhia,Novodarivka,47.7807,36.6353,Explosions/Remote violence,Air/drone strike,0
2024-01-01,Ukraine,Odesa,Odesa,46.4639,30.7386,Explosions/Remote violence,Air/drone strike,1
2024-01-01,Ukraine,Luhansk,Ploshchanka,49.2088,38.0832,Battles,Armed clash,0
2024-01-01,Ukraine,Donetsk,Prechystivka,47.7788,37.0753,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-01,Ukraine,Donetsk,Rozdolivka,48.7545,38.0814,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-01,Ukraine,Donetsk,Spirne,48.8082,38.2588,Explosions/Remote violence,Air/drone strike,0
2024-01-01,Ukraine,Dnipropetrovsk,Synelnykove,48.3204,35.5179,Strategic developments,Disrupted weapons use,0
2024-01-01,Ukraine,Donetsk,Urozhaine,47.7531,36.8184,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-01,Ukraine,Donetsk,Velyka Novosilka,47.8453,36.8353,Explosions/Remote violence,Air/drone strike,0
2024-01-01,Ukraine,Dnipropetrovsk,Zelenodolsk,47.5668,33.6474,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-01,Ukraine,Donetsk,Zolota Nyva,47.7943,36.9905,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-02,Ukraine,Kherson,Beryslav,46.8415,33.4284,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-02,Ukraine,Luhansk,Bilohorivka,48.9259,38.2467,Explosions/Remote violence,Air/drone strike,0
2024-01-02,Ukraine,Dnipropetrovsk,Chervonohryhorivka,47.619,34.5369,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-02,Ukraine,Kherson,Chervonyi Mayak,46.9494,33.5995,Explosions/Remote violence,Air/drone strike,0
2024-01-02,Ukraine,Zaporizhia,Kamianske,47.5424,35.3662,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-02,Ukraine,Chernihiv,Kliusy,52.0771,31.9292,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-02,Ukraine,Donetsk,Krasnohorivka,48.006,37.5097,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-02,Ukraine,Donetsk,Kurakhove,47.9836,37.2823,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-02,Ukraine,Kyiv City,Kyiv - Holosiivskyi,50.3273,30.5678,Strategic developments,Disrupted weapons use,0
2024-01-02,Ukraine,Kyiv City,Kyiv - Obolonskyi,50.5286,30.4749,Explosions/Remote violence,Air/drone strike,0
2024-01-02,Ukraine,Kyiv City,Kyiv - Podilskyi,50.4931,30.4406,Explosions/Remote violence,Air/drone strike,0
2024-01-02,Ukraine,Kyiv City,Kyiv - Solomyanskyi,50.4267,30.4538,Explosions/Remote violence,Shelling/artillery/missile attack,3
2024-01-02,Ukraine,Luhansk,Lysychansk,48.9054,38.4353,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-02,Ukraine,Zaporizhia,Mali Scherbaky,47.5479,35.553,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-02,Ukraine,Dnipropetrovsk,Marhanets,47.6354,34.6277,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-02,Ukraine,Donetsk,Nevelske,48.0595,37.5754,Battles,Armed clash,0
2024-01-02,Ukraine,Zaporizhia,Novoandriivka,47.5621,35.6972,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-02,Ukraine,Zaporizhia,Novofedorivka,47.4674,36.0365,Battles,Armed clash,0
2024-01-02,Ukraine,Luhansk,Ploshchanka,49.2088,38.0832,Battles,Armed clash,0
2024-01-02,Ukraine,Donetsk,Pobieda,47.9163,37.4631,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-02,Ukraine,Donetsk,Prechystivka,47.7788,37.0753,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-02,Ukraine,Donetsk,Rozdolivka,48.7545,38.0814,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-02,Ukraine,Donetsk,Spirne,48.8082,38.2588,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-02,Ukraine,Zaporizhia,Tokmak,47.2552,35.7124,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-02,Ukraine,Sumy,Volodymyrivka,51.1678,34.8792,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-02,Ukraine,Donetsk,Zolota Nyva,47.7943,36.9905,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-03,Ukraine,Kherson,Beryslav,46.8415,33.4284,Explosions/Remote violence,Air/drone strike,0
2024-01-03,Ukraine,Luhansk,Bilohorivka,48.9259,38.2467,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-03,Ukraine,Donetsk,Blahodatne,47.7979,36.8136,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-03,Ukraine,Kherson,Chervonyi Mayak,46.9494,33.5995,Explosions/Remote violence,Air/drone strike,0
2024-01-03,Ukraine,Dnipropetrovsk,Dnipro,48.4593,35.0386,Strategic developments,Disrupted weapons use,0
2024-01-03,Ukraine,Kharkiv,Huriiv Kozachok,50.4198,35.9662,Explosions/Remote violence,Air/drone strike,0
2024-01-03,Ukraine,Kharkiv,Kharkiv,49.9808,36.2527,Explosions/Remote violence,Air/drone strike,0
2024-01-03,Ukraine,Donetsk,Krasnohorivka,48.006,37.5097,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-03,Ukraine,Zaporizhia,Levadne,47.7457,36.5958,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-03,Ukraine,Kharkiv,Lukiantsi,50.247,36.5058,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-03,Ukraine,Kharkiv,Lyptsi,50.2037,36.4077,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-03,Ukraine,Zaporizhia,Mali Scherbaky,47.5479,35.553,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-03,Ukraine,Sumy,Marchyhina Buda,51.9647,34.0626,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-03,Ukraine,Donetsk,Mykolaivka,48.744,38.0521,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-03,Ukraine,Donetsk,Nevelske,48.0595,37.5754,Battles,Armed clash,0
2024-01-03,Ukraine,Zaporizhia,Novodarivka,47.7807,36.6353,Explosions/Remote violence,Air/drone strike,0
2024-01-03,Ukraine,Kherson,Novotiahynka,46.7489,32.9939,Explosions/Remote violence,Shelling/artillery/missile attack,1
2024-01-03,Ukraine,Kharkiv,Odradne,50.0628,37.723,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-03,Ukraine,Donetsk,Pobieda,47.9163,37.4631,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-03,Ukraine,Donetsk,Prechystivka,47.7788,37.0753,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-03,Ukraine,Zaporizhia,Robotyne,47.4478,35.837,Battles,Armed clash,5
2024-01-03,Ukraine,Donetsk,Rozdolivka,48.7545,38.0814,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-03,Ukraine,Donetsk,Semenivka,48.1784,37.6297,Battles,Armed clash,0
2024-01-03,Ukraine,Mykolaiv,Snihurivka,47.0702,32.7914,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-03,Ukraine,Luhansk,Stelmakhivka,49.4689,37.9059,Explosions/Remote violence,Air/drone strike,0
2024-01-03,Ukraine,Kherson,Tomaryne,46.8727,33.3051,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-03,Ukraine,Kharkiv,Udy,50.3846,36.0606,Explosions/Remote violence,Air/drone strike,0
2024-01-03,Ukraine,Zaporizhia,Zaporizhia,47.8479,35.1602,Strategic developments,Disrupted weapons use,0
2024-01-03,Ukraine,Donetsk,Zolota Nyva,47.7943,36.9905,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-04,Ukraine,Mykolaiv,Bashtanka,47.4072,32.4387,Explosions/Remote violence,Air/drone strike,0
2024-01-04,Ukraine,Kherson,Beryslav,46.8415,33.4284,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-04,Ukraine,Luhansk,Bilohorivka,48.9259,38.2467,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-04,Ukraine,Dnipropetrovsk,Chervonohryhorivka,47.619,34.5369,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-04,Ukraine,Kherson,Chervonyi Mayak,46.9494,33.5995,Explosions/Remote violence,Air/drone strike,0
2024-01-04,Ukraine,Kharkiv,Kharkiv,49.9808,36.2527,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-04,Ukraine,Donetsk,Klischiivka,48.5279,37.9582,Battles,Armed clash,0
2024-01-04,Ukraine,Chernihiv,Kliusy,52.0771,31.9292,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-04,Ukraine,Donetsk,Krasnohorivka,48.006,37.5097,Explosions/Remote violence,Shelling/artillery/missile attack,1
2024-01-04,Ukraine,Dnipropetrovsk,Kryvyi Rih,47.9093,33.3933,Strategic developments,Disrupted weapons use,0
2024-01-04,Ukraine,Donetsk,Kurakhove,47.9836,37.2823,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-04,Ukraine,Zaporizhia,Levadne,47.7457,36.5958,Explosions/Remote violence,Air/drone strike,0
2024-01-04,Ukraine,Kharkiv,Lyptsi,50.2037,36.4077,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-04,Ukraine,Zaporizhia,Mali Scherbaky,47.5479,35.553,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-04,Ukraine,Dnipropetrovsk,Marhanets,47.6354,34.6277,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-04,Ukraine,Donetsk,Marinka,47.9425,37.505,Battles,Armed clash,0
2024-01-04,Ukraine,Donetsk,Nevelske,48.0595,37.5754,Battles,Armed clash,0
2024-01-04,Ukraine,Zaporizhia,Novoandriivka,47.5621,35.6972,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-04,Ukraine,Zaporizhia,Novodarivka,47.7807,36.6353,Explosions/Remote violence,Air/drone strike,0
2024-01-04,Ukraine,Donetsk,Novomykhaylivka,47.8538,37.4841,Battles,Armed clash,0
2024-01-04,Ukraine,Kherson,Novotiahynka,46.7489,32.9939,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-04,Ukraine,Kherson,Novovorontsovka,47.5004,33.9175,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-04,Ukraine,Donetsk,Pobieda,47.9163,37.4631,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-04,Ukraine,Donetsk,Prechystivka,47.7788,37.0753,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-04,Ukraine,Crimea,Saky,45.132,33.5932,Explosions/Remote violence,Shelling/artillery/missile attack,12
2024-01-04,Ukraine,Mykolaiv,Solonchaky,46.6449,31.8181,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-04,Ukraine,Kherson,Stanislav,46.579,32.1496,Explosions/Remote violence,Shelling/artillery/missile attack,1
2024-01-04,Ukraine,Zaporizhia,Tokmak,47.2552,35.7124,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-04,Ukraine,Kharkiv,Udy,50.3846,36.0606,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-04,Ukraine,Kherson,Vysoke,46.9191,33.0955,Explosions/Remote violence,Air/drone strike,0
2024-01-04,Ukraine,Donetsk,Zolota Nyva,47.7943,36.9905,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-05,Ukraine,Zaporizhia,Bilohiria,47.5268,36.0004,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-05,Ukraine,Dnipropetrovsk,Chervonohryhorivka,47.619,34.5369,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-05,Ukraine,Kherson,Chervonyi Mayak,46.9494,33.5995,Explosions/Remote violence,Air/drone strike,0
2024-01-05,Ukraine,Kherson,Ivanivka,47.4681,33.3823,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-05,Ukraine,Zaporizhia,Kamianske,47.5424,35.3662,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-05,Ukraine,Zaporizhia,Kopani,47.4569,35.7258,Battles,Armed clash,0
2024-01-05,Ukraine,Donetsk,Kostiantynivka,47.8659,37.4083,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-05,Ukraine,Donetsk,Krasnohorivka,48.006,37.5097,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-05,Ukraine,Dnipropetrovsk,Kryvyi Rih,47.9093,33.3933,Explosions/Remote violence,Air/drone strike,0
2024-01-05,Ukraine,Zaporizhia,Levadne,47.7457,36.5958,Explosions/Remote violence,Air/drone strike,0
2024-01-05,Ukraine,Zaporizhia,Luhivske,47.5258,36.0303,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-05,Ukraine,Sumy,Marchyhina Buda,51.9647,34.0626,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-05,Ukraine,Dnipropetrovsk,Marhanets,47.6354,34.6277,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-05,Ukraine,Donetsk,Marinka,47.9425,37.505,Battles,Armed clash,0
2024-01-05,Ukraine,Donetsk,Nevelske,48.0595,37.5754,Battles,Armed clash,0
2024-01-05,Ukraine,Zaporizhia,Novoandriivka,47.5621,35.6972,Explosions/Remote violence,Air/drone strike,0
2024-01-05,Ukraine,Zaporizhia,Novodarivka,47.7807,36.6353,Battles,Armed clash,0
2024-01-05,Ukraine,Crimea,Novofedorivka,45.0947,33.5721,Explosions/Remote violence,Air/drone strike,0
2024-01-05,Ukraine,Zaporizhia,Novoprokopivka,47.4198,35.8323,Battles,Armed clash,0
2024-01-05,Ukraine,Donetsk,Pobieda,47.9163,37.4631,Battles,Armed clash,0
2024-01-05,Ukraine,Donetsk,Prechystivka,47.7788,37.0753,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-05,Ukraine,Zaporizhia,Shcherbaky,47.5514,35.5816,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-05,Ukraine,Crimea,Simferopol,44.9502,34.1017,Strategic developments,Disrupted weapons use,0
2024-01-05,Ukraine,Donetsk,Soledar,48.6969,38.0611,Battles,Armed clash,0
2024-01-05,Ukraine,Mykolaiv,Solonchaky,46.6449,31.8181,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-05,Ukraine,Donetsk,Solovyove,48.2247,37.5975,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-05,Ukraine,Donetsk,Spirne,48.8082,38.2588,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-05,Ukraine,Donetsk,Staromaiorske,47.7528,36.7957,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-05,Ukraine,Zaporizhia,Stepove,47.7117,36.5954,Explosions/Remote violence,Air/drone strike,0
2024-01-05,Ukraine,Zaporizhia,Urozhaine,47.211,35.9554,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-05,Ukraine,Donetsk,Vasyukivka,48.74,37.9954,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-05,Ukraine,Zaporizhia,Zaporizhia,47.8479,35.1602,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-04,Ukraine,Donetsk,Bakhmut,48.5956,37.9999,Explosions/Remote violence,Air/drone strike,1
2024-01-04,Ukraine,Kharkiv,Kharkiv,49.9808,36.2527,Strategic developments,Disrupted weapons use,0
2024-01-04,Ukraine,Mykolaiv,Mykolaiv,46.9672,32.0183,Strategic developments,Disrupted weapons use,0
2024-01-06,Ukraine,Kharkiv,Chervona Zoria,50.4066,36.1299,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-06,Ukraine,Donetsk,Dalnie,47.9451,37.2706,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-06,Ukraine,Donetsk,Granitne,47.3206,37.5515,Explosions/Remote violence,Air/drone strike,0
2024-01-06,Ukraine,Chernihiv,Kliusy,52.0771,31.9292,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-06,Ukraine,Kherson,Krynky,46.7467,33.1187,Battles,Armed clash,0
2024-01-06,Ukraine,Donetsk,Kurakhove,47.9836,37.2823,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-06,Ukraine,Mykolaiv,Kutsurub,46.6528,31.6178,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-06,Ukraine,Kharkiv,Lukiantsi,50.247,36.5058,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-06,Ukraine,Dnipropetrovsk,Marhanets,47.6354,34.6277,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-06,Ukraine,Dnipropetrovsk,Myrove,47.7697,34.7311,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-06,Ukraine,Donetsk,Nevelske,48.0595,37.5754,Battles,Armed clash,0
2024-01-06,Ukraine,Zaporizhia,Novoandriivka,47.5621,35.6972,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-06,Ukraine,Zaporizhia,Novodarivka,47.7807,36.6353,Battles,Armed clash,0
2024-01-06,Ukraine,Odesa,Odesa,46.4639,30.7386,Protests,Peaceful protest,0
2024-01-06,Ukraine,Kherson,Oleksandrivka,46.6138,32.112,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-06,Ukraine,Donetsk,Pobieda,47.9163,37.4631,Battles,Armed clash,0
2024-01-06,Ukraine,Chernihiv,Popivka,52.0337,32.8591,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-06,Ukraine,Donetsk,Rivnopil,47.7868,36.7004,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-06,Ukraine,Donetsk,Rozdolivka,48.7545,38.0814,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-06,Ukraine,Crimea,Saky,45.132,33.5932,Explosions/Remote violence,Air/drone strike,0
2024-01-06,Ukraine,Chernihiv,Semenivka,52.1783,32.5818,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-06,Ukraine,Donetsk,Serebrianka,48.9211,38.1276,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-06,Ukraine,Kherson,Tiahynka,46.7814,33.0559,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-06,Ukraine,Donetsk,Urozhaine,47.7531,36.8184,Battles,Armed clash,0
2024-01-06,Ukraine,Donetsk,Vasyukivka,48.74,37.9954,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-06,Ukraine,Zaporizhia,Verbove,47.4278,35.9898,Battles,Armed clash,2
2024-01-06,Ukraine,Cherkasy,Zvenyhorodka,49.0787,30.9675,Strategic developments,Disrupted weapons use,0
2024-01-07,Ukraine,Zaporizhia,Bilohiria,47.5268,36.0004,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-07,Ukraine,Luhansk,Bilohorivka,48.9259,38.2467,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-07,Ukraine,Dnipropetrovsk,Chervonohryhorivka,47.619,34.5369,Explosions/Remote violence,Air/drone strike,0
2024-01-07,Ukraine,Kherson,Chervonyi Mayak,46.9494,33.5995,Explosions/Remote violence,Air/drone strike,0
2024-01-07,Ukraine,Mykolaiv,Dmytrivka,46.6304,31.7398,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-07,Ukraine,Dnipropetrovsk,Dnipro,48.4593,35.0386,Explosions/Remote violence,Air/drone strike,0
2024-01-07,Ukraine,Dnipropetrovsk,Dnipro,48.4593,35.0386,Strategic developments,Disrupted weapons use,0
2024-01-07,Ukraine,Kharkiv,Hlyboke,50.255,36.425,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-07,Ukraine,Donetsk,Hryhorivka,48.9259,38.1858,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-07,Ukraine,Kharkiv,Kharkiv,49.9808,36.2527,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-07,Ukraine,Kharkiv,Kharkiv,49.9808,36.2527,Protests,Peaceful protest,0
2024-01-07,Ukraine,Chernihiv,Kliusy,52.0771,31.9292,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-07,Ukraine,Donetsk,Krasnohorivka,48.006,37.5097,Battles,Armed clash,0
2024-01-07,Ukraine,Sumy,Krolevets,51.5478,33.3848,Explosions/Remote violence,Air/drone strike,0
2024-01-07,Ukraine,Kharkiv,Lyptsi,50.2037,36.4077,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-07,Ukraine,Donetsk,Marinka,47.9425,37.505,Battles,Armed clash,0
2024-01-07,Ukraine,Donetsk,Nevelske,48.0595,37.5754,Battles,Armed clash,0
2024-01-07,Ukraine,Zaporizhia,Novodarivka,47.7807,36.6353,Battles,Armed clash,0
2024-01-07,Ukraine,Donetsk,Pobieda,47.9163,37.4631,Battles,Armed clash,0
2024-01-07,Ukraine,Kherson,Respublikanets,47.0067,33.6485,Explosions/Remote violence,Air/drone strike,0
2024-01-07,Ukraine,Donetsk,Rozdolivka,48.7545,38.0814,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-07,Ukraine,Kharkiv,Slobozhanske,50.1887,36.4293,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-07,Ukraine,Donetsk,Spirne,48.8082,38.2588,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-07,Ukraine,Donetsk,Staromaiorske,47.7528,36.7957,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-07,Ukraine,Kharkiv,Udy,50.3846,36.0606,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-07,Ukraine,Donetsk,Urozhaine,47.7531,36.8184,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-07,Ukraine,Zaporizhia,Verbove,47.4278,35.9898,Battles,Armed clash,0
2024-01-07,Ukraine,Kharkiv,Vesele,50.1664,36.5318,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-07,Ukraine,Vinnytsia,Vinnytsia,49.2296,28.4659,Strategic developments,Disrupted weapons use,0
2024-01-07,Ukraine,Luhansk,Zhytlivka,49.1003,38.1908,Battles,Armed clash,0
2024-01-07,Ukraine,Donetsk,Zolota Nyva,47.7943,36.9905,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-08,Ukraine,Kherson,Beryslav,46.8415,33.4284,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-08,Ukraine,Zaporizhia,Bilohiria,47.5268,36.0004,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-08,Ukraine,Luhansk,Bilohorivka,48.9259,38.2467,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-08,Ukraine,Dnipropetrovsk,Dnipro,48.4593,35.0386,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-08,Ukraine,Donetsk,Granitne,47.3206,37.5515,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-08,Ukraine,Kherson,Ivanivka,46.7453,33.0271,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-08,Ukraine,Zaporizhia,Kamianske,47.5424,35.3662,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-08,Ukraine,Kharkiv,Kharkiv,49.9808,36.2527,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-08,Ukraine,Chernihiv,Kliusy,52.0771,31.9292,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-08,Ukraine,Donetsk,Kostiantynivka,47.8659,37.4083,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-08,Ukraine,Dnipropetrovsk,Kryvyi Rih,47.9093,33.3933,Explosions/Remote violence,Air/drone strike,0
2024-01-08,Ukraine,Dnipropetrovsk,Kryvyi Rih,47.9093,33.3933,Explosions/Remote violence,Air/drone strike,1
2024-01-08,Ukraine,Donetsk,Kurakhove,47.9836,37.2823,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-08,Ukraine,Mykolaiv,Kutsurub,46.6528,31.6178,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-08,Ukraine,Zaporizhia,Levadne,47.7457,36.5958,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-08,Ukraine,Dnipropetrovsk,Marhanets,47.6354,34.6277,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-08,Ukraine,Donetsk,Nevelske,48.0595,37.5754,Battles,Armed clash,0
2024-01-08,Ukraine,Zaporizhia,Novodarivka,47.7807,36.6353,Explosions/Remote violence,Air/drone strike,0
2024-01-08,Ukraine,Dnipropetrovsk,Novolozuvatka,48.022,33.1643,Explosions/Remote violence,Shelling/artillery/missile attack,1
2024-01-08,Ukraine,Donetsk,Novomykhaylivka,47.8538,37.4841,Battles,Armed clash,0
2024-01-08,Ukraine,Zaporizhia,Novoprokopivka,47.4198,35.8323,Battles,Armed clash,0
2024-01-08,Ukraine,Odesa,Odesa,46.4639,30.7386,Strategic developments,Disrupted weapons use,0
2024-01-08,Ukraine,Donetsk,Pobieda,47.9163,37.4631,Battles,Armed clash,0
2024-01-08,Ukraine,Donetsk,Prechystivka,47.7788,37.0753,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-08,Ukraine,Luhansk,Rubizhne,49.0123,38.3797,Strategic developments,Disrupted weapons use,0
2024-01-08,Ukraine,Donetsk,Spirne,48.8082,38.2588,Battles,Armed clash,0
2024-01-08,Ukraine,Donetsk,Staromaiorske,47.7528,36.7957,Battles,Armed clash,0
2024-01-08,Ukraine,Donetsk,Urozhaine,47.7531,36.8184,Explosions/Remote violence,Shelling/artillery/missile attack,0
